4921 64
4935 0.28680477 0.065539196 0.0734799 -0.057777107 -0.15465756 0.023781199 0.17012037 -0.058316115 -0.11939706 -0.033801343 -0.081808954 0.041318785 -0.04124593 -0.041201077 -0.018114092 0.23808151 0.1643399 -0.19366068 0.055398006 0.007289024 -0.040690392 -0.25496176 0.09460459 -0.05005838 0.14464636 0.01455459 0.17131132 0.28072575 0.06494145 -0.20932424 -0.13941203 -0.036614884 -0.13202721 0.14415076 0.05597508 -0.0397041 -0.048939463 0.21835895 0.08719652 0.037993796 0.03733122 0.12568809 0.047664296 -0.037327666 0.048454437 0.06772464 -0.06904526 -0.20408209 -0.057405498 0.19755678 -0.12680575 0.24555118 -0.009292105 0.17945915 0.082716495 -0.061568175 -0.14357315 0.08813846 0.26210108 0.03189708 0.16831456 -0.12728311 -0.047033843 0.12865351
3301 0.2250991 0.011124873 0.115654916 -0.17487021 -0.09953689 0.0556844 0.20073977 -0.07326768 -0.0023528105 -0.017451981 -0.013548394 0.0014050356 -0.112663634 -0.04976869 0.09072781 0.38888565 0.19548658 -0.2566372 0.01988387 -0.08200826 -0.16722836 -0.16763975 0.16384198 0.026068784 0.270128 -0.09073325 0.22805898 0.28912586 -0.051368967 -0.10586245 -0.08350861 0.11576817 -0.10056476 0.13196972 0.03033511 -0.032990824 -0.14569864 0.13851525 -0.020024184 -0.064653054 -0.07679919 0.10791742 0.15929483 0.006672954 0.021740125 0.01768528 -0.1446563 -0.18196549 -0.15992153 0.26248753 -0.15958129 0.34071577 0.006949649 0.28447908 -0.004224874 0.057687394 -0.22606291 0.17447157 0.28066644 0.080038875 0.100700185 -0.15133002 -0.024231343 0.14048305
1532 0.1805712 0.06590958 -0.058999766 -0.16427144 -0.16897362 -0.0107291695 0.26154423 -0.19243154 -0.034098487 -0.01963629 -0.10793693 -0.05378685 -0.061546985 -0.12808399 0.066154085 0.18748121 0.21467058 -0.2465926 -0.029335564 0.02176974 -0.036890313 -0.343425 0.0863248 -0.04048461 0.10089121 0.038235944 0.08791053 0.20358954 -0.13325405 -0.20248444 -0.02299612 -0.13270783 -0.24369156 0.16313574 -0.007521377 -0.20402537 -0.036543977 0.17157759 -0.011521332 -0.16266693 0.030942755 0.06384103 0.06695165 0.012540674 -0.032849647 0.1428229 -0.084353045 -0.023420325 -0.16843843 0.12425572 -0.11198851 0.27248877 0.071161635 0.09135425 0.15845269 -0.022525137 -0.10546558 0.042035807 0.3440814 -0.031429406 0.045178574 -0.1123788 -0.06006623 0.073065765
2699 0.20928605 0.07652974 0.076232076 -0.15727341 -0.13782762 -0.11162991 0.1743239 0.10609476 -0.06060783 -0.1023938 -0.04208139 -0.07067619 0.05431496 -0.10915883 -0.11483084 0.047453053 0.12819672 -0.32611436 -0.19480607 -0.05514805 -0.050735667 -0.19526835 0.046417907 -0.092458434 0.17149688 -0.21470645 0.15540746 0.2687541 -0.12588027 -0.34178975 -0.15393195 -0.09928494 -0.1492488 0.195768 0.03785752 -0.018679269 0.027176995 0.057584282 0.28413555 -0.0090347985 0.012952473 0.08302309 0.14883082 0.042710055 -0.055794872 0.063881814 0.01246295 0.006026889 0.03928835 0.23246732 0.07432311 0.16166802 0.20153983 0.1698095 0.011393287 -0.063603655 -0.18271856 0.30603328 0.19182399 0.042150863 0.05895687 0.029642185 -0.10330775 0.10461023
2159 0.15206826 0.18322562 0.18422547 0.049544327 -0.081637055 -0.13365105 0.25723112 -0.03646511 -0.029445447 0.13522749 0.03343939 -0.17849725 -0.02561618 0.118662655 -0.079581454 0.058743916 0.29097903 -0.06883653 0.06650941 -0.057263114 -0.0095129665 -0.14509463 0.1974704 0.13381949 0.045417327 -0.21459562 0.18799308 0.35826868 -0.03075757 0.07352341 -0.19719082 0.109478444 -0.24376431 0.23400378 0.061883982 -0.042773858 -0.050143328 0.17917544 -0.05952585 0.106805556 0.025472738 0.12070557 0.042962674 0.03177302 0.023043457 -0.017345505 -0.1560167 -0.07236218 -0.122557774 -0.056070898 -0.10629759 0.2389332 0.23479927 0.09539363 -0.09868457 -0.022959558 -0.26095292 -0.05336077 0.2308738 0.008187036 0.1477525 -0.025631182 -0.15815751 0.08483891
3326 0.11207146 0.03799175 0.026804445 -0.19259939 -0.10857037 -0.00401872 0.28989074 -0.1292525 -0.037519105 0.050276842 -0.05052016 -0.0057742535 -0.09144008 -0.29088297 -0.005752687 0.15177915 0.3130527 -0.25546503 -0.16473065 -0.0019341012 -0.04840487 -0.24360307 0.053625815 -0.006692599 0.10615472 -0.08451528 0.1728111 0.10056797 -0.16117425 -0.20374905 -0.11617028 -0.013080638 -0.27399015 0.10904068 -0.12857983 -0.13693663 -0.12135163 0.03138614 -0.03484273 -0.090432286 -0.055258896 0.12845977 0.059666183 0.042279895 -0.10659455 0.09974784 -0.06698215 -0.09837124 -0.19852473 0.28272012 -0.20755258 0.36460575 -0.03795725 0.13340047 0.088412285 -0.029287323 -0.17429896 0.1886271 0.23453653 0.08621616 0.089747384 -0.19589873 -0.022318376 0.06857829
3352 0.20087118 0.0009851076 0.09825391 -0.1344951 -0.057284687 -0.034209866 0.22640845 -0.14217502 -0.06143957 0.007752659 0.039548315 0.07505696 -0.10626596 -0.13595432 0.10888702 0.28029448 0.26618475 -0.2893841 -0.10467662 0.072510034 -0.04393167 -0.3456636 0.111750394 -0.045403473 0.15727843 -0.010711302 0.049668774 0.23845527 -0.09702606 -0.19760314 -0.08633901 0.09772826 -0.12130348 0.02272599 -0.09496574 -0.13355534 -0.10715078 -0.010843378 -0.08091965 -0.11130387 -0.09099163 0.22246867 0.030198222 0.005855093 -0.06144859 0.13267933 -0.10217274 -0.13609564 -0.24595086 0.27456674 -0.2257479 0.3783741 -0.057985466 0.21263586 0.017322922 -0.011419279 -0.20736155 0.19863743 0.25561872 -0.0018002705 0.19308594 -0.3182643 0.008557985 0.07819212
1948 0.037646707 -0.08489533 0.07787458 -0.024115225 -0.21850109 0.01905154 0.23157766 -0.1541595 -0.057180893 -0.054105707 -0.024397919 -0.140141 -0.16073108 -0.011718234 -0.061367817 0.24677253 0.16486464 -0.33854106 -0.14130296 0.049380455 -0.17579247 -0.22192532 0.08972271 0.071112394 0.25362754 -0.11474983 0.18166086 0.34371877 -0.19585395 -0.14815113 -0.2305458 0.0992429 -0.075390354 0.018788174 0.0799189 -0.078832395 0.10987708 0.12299315 0.023628851 -0.10339143 0.051979013 0.1921563 0.073324144 0.022733783 -0.03050113 0.051031522 -0.28901744 -0.28499013 -0.09801659 -0.02970979 -0.25937453 0.40803605 0.045733605 0.13849396 -0.080944106 -0.071626484 -0.24356227 0.055538673 0.11352184 -0.07315104 0.21998325 -0.0944844 -0.1304171 0.011414069
4089 0.081269726 0.01416014 0.012067795 -0.13428894 -0.096488185 0.031575818 0.16717798 -0.22800623 -0.005956799 0.05356033 -0.11046654 -0.050378557 -0.096149005 -0.16915518 0.13508308 0.23793803 0.11557262 -0.25615638 -0.0068675093 -0.07082353 -0.0548819 -0.26230887 0.07207449 -0.10914998 0.21493676 0.049688436 0.110229656 0.19126889 -0.18754731 -0.11872422 -0.11885691 0.1753996 -0.18233998 -0.009028699 -0.026579535 -0.077984974 -0.15863751 0.10112682 -0.08906581 -0.10762487 -0.2230795 0.18990645 0.07084302 0.065313116 0.10608086 0.16344716 -0.079313606 -0.10248696 -0.2229666 0.30680645 -0.17703496 0.46895564 -0.03964634 0.26865104 0.17848119 0.08354516 -0.24536093 0.28766054 0.3959169 -0.04259338 0.17238083 -0.23397988 -0.11599483 0.061528847
4871 0.15434717 0.0379919 0.14483169 -0.07044615 -0.054206695 0.11827707 0.21842577 0.020235153 0.08660591 -0.049799394 -0.05976654 -0.008104526 0.0048435456 -0.07286269 -0.047714245 0.10716275 0.19404605 -0.26566914 -0.016144888 -0.030852035 -0.24429469 -0.314091 -0.0846047 0.17281176 0.19778612 -0.12901416 0.21218291 0.25049654 -0.21698862 0.060628057 -0.09184875 0.17819385 0.021657087 0.093232796 0.13589798 -0.16994368 -0.062840395 0.13736436 -0.12344287 -0.27369717 -0.04816174 0.30982146 0.30299786 -0.18389213 0.04280897 -0.06581986 -0.12417062 -0.066110395 -0.28222778 0.24872066 -0.13864477 0.30450183 -0.05129211 0.06931629 -0.04934862 0.061681326 -0.28975198 0.18044934 0.2921686 -0.084448755 0.059733175 0.047886983 -0.09436891 0.15901378
4911 0.20009692 0.20939258 0.14699386 0.09541724 -0.24121863 0.06148383 0.3367437 0.10611195 -0.16507657 0.07563606 -0.0041861306 -0.06504075 -0.0058687446 -0.017065391 0.10276475 0.38280913 0.35470855 -0.0033341562 0.13726412 -0.1523368 0.21258634 -0.15451822 0.15339714 0.27993107 0.264216 -0.120340675 0.18194883 0.15901159 0.018146634 0.13145545 -0.26255652 0.38796088 -0.09880166 0.1984078 -0.0836088 -0.22645122 -0.12798685 -0.011551849 0.089487985 0.020247791 0.103144616 0.07222316 0.18746972 0.082789734 0.10559718 -0.057854086 -0.16440244 -0.19179381 -0.14723518 -0.07589922 -0.17921698 0.24510998 0.07762007 0.08760048 -0.11903411 0.0063673584 -0.29066542 0.301522 0.21243632 0.043582033 0.23890989 -0.24552697 -0.24171898 0.16380572
